Name,Latitude,Longitude,geometry
ST BENEDICTS CHURCH,40.83347118679539,-73.82610005922501,POINT (-73.82610005922501 40.83347118679539)
GRACE BAPTIST CHURCH,40.68978111031651,-73.84960040419061,POINT (-73.84960040419061 40.68978111031651)
ST JOHNS LUTHERAN CHURCH 123 ST,40.77999682905534,-73.84468246376515,POINT (-73.84468246376515 40.77999682905534)
RODEPH SHOLOM CONGREGATION,40.78391283747005,-73.9715703607812,POINT (-73.9715703607812 40.78391283747005)
ST MATTHIAS RC CHURCH,40.70203390391938,-73.90259405397124,POINT (-73.90259405397124 40.70203390391938)
ST AUGUSTINE RC CHURCH,40.67867482908864,-73.97612308797312,POINT (-73.97612308797312 40.67867482908864)
BOARD MISSIONS METHODIST CHURCH,40.810801645631976,-73.96374072438442,POINT (-73.96374072438442 40.810801645631976)
CONGREGATION OR ZARUA,40.77722441897815,-73.95766011700091,POINT (-73.95766011700091 40.77722441897815)
CONGREGATION AHAVAS ISRAEL,40.72840654752324,-73.95638414266246,POINT (-73.95638414266246 40.728406547523235)
BETH SHALOM EH CONGREGATION,40.69478854146523,-73.93982016782462,POINT (-73.93982016782462 40.69478854146523)
TEMPLE BAPTIST CHURCH,40.68654144778832,-73.98020787231492,POINT (-73.98020787231492 40.68654144778832)
UNITED HOUSE OF PRAYER FOR ALL PEOPLE,40.80978856127596,-73.95104496484265,POINT (-73.95104496484265 40.80978856127596)
HOUSE ON THE ROCK,40.51081693871487,-74.24266609842819,POINT (-74.24266609842819 40.51081693871487)
FLATLANDS REFORM TOOL SHED,40.62336845026188,-73.93700464915035,POINT (-73.93700464915035 40.62336845026188)
ST STANISLAUS KOSTKA RC CHURCH,40.72278174152024,-73.94520993664797,POINT (-73.94520993664797 40.72278174152024)
ST MARKS EPISCOPAL CHURCH,40.75405788197642,-73.88549008541978,POINT (-73.88549008541978 40.75405788197642)
ST LUKES EVNG CHUR,40.84120835281814,-73.87104020279376,POINT (-73.87104020279376 40.84120835281814)
ST JOHN EVANGELIST CHURCH,40.6608111951595,-73.99295666984457,POINT (-73.99295666984457 40.6608111951595)
TRINITY CHURCH COMPLEX,40.70818582484437,-74.01205151380655,POINT (-74.01205151380655 40.70818582484437)
ADVENTIST JACKSON HGTS CHURCH,40.74315706434529,-73.89180249287709,POINT (-73.89180249287709 40.74315706434529)
MEMORIAL PRESBYTERIAN CHURCH,40.67634550452468,-73.97443244467522,POINT (-73.97443244467522 40.67634550452468)
CHURCH OF THE VIRGIN MARY,40.66996738263872,-73.97608536388839,POINT (-73.97608536388839 40.66996738263872)
OUR LADY OF CZESTOCHOWA & ST CASIMIR CHURCH,40.66104383973442,-73.9984440960162,POINT (-73.9984440960162 40.66104383973442)
GOSHEN TEMPLE 7 DAY ADVENTISTS CHURCH,40.65034261238236,-73.95502950420037,POINT (-73.95502950420037 40.65034261238236)
HOLY CROSS GREEK ORTHODOX CHURCH OF WHITESTONE,40.79056399433976,-73.81426504908212,POINT (-73.81426504908212 40.79056399433976)
NORTH PRESBYTERIAN CHURCH,40.83240438874045,-73.94436522891664,POINT (-73.94436522891664 40.83240438874045)
CHURCH OF THE EVANGEL,40.65724194888941,-73.95682499474617,POINT (-73.95682499474617 40.657241948889414)
JOHN HUS MORAVIAN CHURCH,40.65912367386371,-73.96223945768696,POINT (-73.96223945768696 40.65912367386371)
REDEEMING GRACE BAPTIST CHURCH,40.68119545005722,-73.86401963192507,POINT (-73.86401963192507 40.681195450057224)
EBENEZER WESLEYAN METHODIST CHURCH,40.676033622926205,-73.9523037470419,POINT (-73.9523037470419 40.676033622926205)
SHORE PARKWAY JEWISH CENTER,40.59073693635522,-73.9904635170846,POINT (-73.9904635170846 40.59073693635522)
PARADISE BAPTIST CHURCH,40.83597214883308,-73.94493816877001,POINT (-73.94493816877001 40.83597214883308)
ST BENEDICT JOSEPH LABRE CHURCH,40.69281101904612,-73.82866376404999,POINT (-73.82866376404999 40.69281101904612)
RIVERSIDE CHURCH,40.8121563135187,-73.96299861868356,POINT (-73.96299861868356 40.8121563135187)
BROOKS METHODIST CHURCH,40.68848297105611,-73.80310547703417,POINT (-73.80310547703417 40.68848297105611)
ST LUCYS RC CHURCH,40.86330378974454,-73.8620184190115,POINT (-73.8620184190115 40.86330378974454)
OUR SAVIOURS ATONEMENT LUTHERAN CHURCH,40.85600483571715,-73.93432614929742,POINT (-73.93432614929742 40.85600483571715)
SISTERS OF ST JOHN THE BAPTIST CHURCH,40.83810538100976,-73.81722446256636,POINT (-73.81722446256636 40.83810538100976)
OUR SAVIOUR CHURCH,40.74925356141366,-73.97931063468576,POINT (-73.97931063468576 40.74925356141366)
