CMPLNT_NUM,ADDR_PCT_CD,BORO_NM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,CRM_ATPT_CPTD_CD,HADEVELOPT,HOUSING_PSA,JURISDICTION_CODE,JURIS_DESC,KY_CD,LAW_CAT_CD,LOC_OF_OCCUR_DESC,OFNS_DESC,PARKS_NM,PATROL_BORO,PD_CD,PD_DESC,PREM_TYP_DESC,RPT_DT,STATION_NAME,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,VIC_AGE_GROUP,VIC_RACE,VIC_SEX,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,New Georeferenced Column
279846067,66,BROOKLYN,01/02/2024,14:20:00,01/02/2024,14:25:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,FRONT OF,HARRASSMENT 2,(null),PATROL BORO BKLYN SOUTH,638.0,"HARASSMENT,SUBD 3,4,5",STREET,01/02/2024,(null),18-24,WHITE HISPANIC,F,,45-64,WHITE HISPANIC,F,982492.0,171934.0,40.638596,-74.006332,"(40.638596, -74.006332)",POINT (-74.006332 40.638596)
282680492,120,STATEN ISLAND,02/23/2024,02:00:00,02/23/2024,02:50:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,107,FELONY,INSIDE,BURGLARY,(null),PATROL BORO STATEN ISLAND,213.0,"BURGLARY,COMMERCIAL,NIGHT",GROCERY/BODEGA,02/23/2024,(null),UNKNOWN,UNKNOWN,M,,UNKNOWN,UNKNOWN,D,960675.0,170581.0,40.634852,-74.084938,"(40.634852, -74.084938)",POINT (-74.084938 40.634852)
285120960,42,BRONX,04/10/2024,20:17:00,04/10/2024,20:20:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,126,FELONY,(null),MISCELLANEOUS PENAL LAW,(null),PATROL BORO BRONX,779.0,"PUBLIC ADMINISTRATION,UNCLASSI",STREET,04/10/2024,(null),25-44,BLACK,M,,UNKNOWN,UNKNOWN,E,1015292.0,243652.0,40.83538919548056,-73.88782066935879,"(40.83538919548056, -73.88782066935879)",POINT (-73.88782066935879 40.83538919548056)
293613995,43,BRONX,09/19/2024,05:00:00,09/19/2024,06:50:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,351,MISDEMEANOR,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO BRONX,254.0,"MISCHIEF, CRIMINAL 4, OF MOTOR",STREET,09/19/2024,(null),(null),(null),(null),,45-64,BLACK,M,1024058.0,238894.0,40.822296,-73.856169,"(40.822296, -73.856169)",POINT (-73.856169 40.822296)
293328956,100,QUEENS,09/15/2024,10:00:00,09/15/2024,10:05:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,(null),PATROL BORO QUEENS SOUTH,637.0,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE-HOUSE,09/15/2024,(null),65+,BLACK,M,,65+,BLACK,F,1039884.0,156271.0,40.595432,-73.799669,"(40.595432, -73.799669)",POINT (-73.799669 40.595432)
279941540,120,STATEN ISLAND,12/15/2023,17:00:00,12/15/2023,18:10:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO STATEN ISLAND,352.0,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",RESIDENCE - APT. HOUSE,01/03/2024,(null),UNKNOWN,UNKNOWN,U,,25-44,UNKNOWN,F,961612.0,166618.0,40.623977,-74.081548,"(40.623977, -74.081548)",POINT (-74.081548 40.623977)
283111918,42,BRONX,03/03/2024,01:13:00,03/03/2024,01:18:00,COMPLETED,(null),826.0,2,N.Y. HOUSING POLICE,351,MISDEMEANOR,INSIDE,CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO BRONX,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",RESIDENCE - PUBLIC HOUSING,03/03/2024,(null),(null),(null),(null),,25-44,BLACK,F,1010462.0,243211.0,40.834196,-73.905274,"(40.834196, -73.905274)",POINT (-73.905274 40.834196)
290226394,84,BROOKLYN,07/15/2024,22:31:00,07/15/2024,22:32:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO BKLYN NORTH,333.0,"LARCENY,PETIT FROM STORE-SHOPL",CHAIN STORE,07/15/2024,(null),UNKNOWN,WHITE,M,,UNKNOWN,UNKNOWN,D,986410.0,190668.0,40.690018,-73.992208,"(40.690018, -73.992208)",POINT (-73.992208 40.690018)
286493657,24,MANHATTAN,04/12/2024,12:00:00,04/25/2024,12:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO MAN NORTH,428.0,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNAUTHORIZED PURCHASE",RESIDENCE - APT. HOUSE,05/07/2024,(null),UNKNOWN,UNKNOWN,U,,65+,WHITE,M,991698.0,226280.0,40.787761,-73.973102,"(40.787761, -73.973102)",POINT (-73.973102 40.787761)
292841845,113,QUEENS,08/29/2024,22:00:00,08/29/2024,22:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,FRONT OF,HARRASSMENT 2,(null),PATROL BORO QUEENS SOUTH,638.0,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,08/30/2024,(null),65+,UNKNOWN,M,,25-44,BLACK,F,1042886.0,191780.0,40.692877,-73.788552,"(40.692877, -73.788552)",POINT (-73.788552 40.692877)
281650572,83,BROOKLYN,02/03/2024,15:30:00,02/03/2024,15:40:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,(null),PATROL BORO BKLYN NORTH,637.0,"HARASSMENT,SUBD 1,CIVILIAN",(null),02/03/2024,(null),25-44,WHITE HISPANIC,M,,25-44,WHITE HISPANIC,F,1004508.0,193551.0,40.697909,-73.926939,"(40.697909, -73.926939)",POINT (-73.926939 40.697909)
287858785,62,BROOKLYN,06/02/2024,14:00:00,06/02/2024,15:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,(null),PATROL BORO BKLYN SOUTH,343.0,"LARCENY,PETIT OF BICYCLE",CHAIN STORE,06/02/2024,(null),UNKNOWN,UNKNOWN,U,,18-24,WHITE,M,983756.0,160323.0,40.606728,-74.001776,"(40.606728, -74.001776)",POINT (-74.001776 40.606728)
288042008,107,QUEENS,06/05/2024,22:15:00,06/05/2024,22:17:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,(null),PATROL BORO QUEENS SOUTH,637.0,"HARASSMENT,SUBD 1,CIVILIAN",FOOD SUPERMARKET,06/05/2024,(null),UNKNOWN,UNKNOWN,U,,45-64,BLACK,M,1041274.0,198082.0,40.710182,-73.794313,"(40.710182, -73.794313)",POINT (-73.794313 40.710182)
293690095,109,QUEENS,09/13/2024,21:53:00,09/13/2024,22:20:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,OPPOSITE OF,HARRASSMENT 2,(null),PATROL BORO QUEENS NORTH,637.0,"HARASSMENT,SUBD 1,CIVILIAN",STREET,09/13/2024,(null),45-64,BLACK HISPANIC,M,,25-44,WHITE,M,1031348.0,215943.0,40.759266,-73.829991,"(40.759266, -73.829991)",POINT (-73.829991 40.759266)
293100657,81,BROOKLYN,09/10/2024,01:35:00,,(null),COMPLETED,(null),,0,N.Y. POLICE DEPT,361,MISDEMEANOR,(null),OFF. AGNST PUB ORD SENSBLTY &,(null),PATROL BORO BKLYN NORTH,639.0,AGGRAVATED HARASSMENT 2,STREET,09/10/2024,(null),18-24,WHITE HISPANIC,M,,25-44,WHITE HISPANIC,M,1005166.0,186675.0,40.679031764125824,-73.92459115781723,"(40.679031764125824, -73.92459115781723)",POINT (-73.92459115781723 40.679031764125824)
283323753,50,BRONX,03/06/2024,21:40:00,03/06/2024,21:51:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,347,MISDEMEANOR,(null),INTOXICATED & IMPAIRED DRIVING,(null),PATROL BORO BRONX,905.0,"INTOXICATED DRIVING,ALCOHOL",STREET,03/06/2024,(null),(null),(null),(null),,UNKNOWN,UNKNOWN,E,1010070.0,258713.0,40.87674392720547,-73.90663386362135,"(40.87674392720547, -73.90663386362135)",POINT (-73.90663386362135 40.87674392720547)
286814816,34,MANHATTAN,05/12/2024,22:00:00,05/12/2024,22:05:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,(null),PATROL BORO MAN NORTH,114.0,OBSTR BREATH/CIRCUL,HOTEL/MOTEL,05/12/2024,(null),25-44,UNKNOWN,M,,25-44,UNKNOWN,F,1003170.0,248389.0,40.848427,-73.931611,"(40.848427, -73.931611)",POINT (-73.931611 40.848427)
284548101,40,BRONX,03/29/2024,14:20:00,03/29/2024,14:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,(null),PATROL BORO BRONX,175.0,"SEXUAL ABUSE 3,2",(null),03/30/2024,(null),UNKNOWN,UNKNOWN,U,,45-64,BLACK,F,1005028.0,234516.0,40.8103518634571,-73.924942325642,"(40.8103518634571, -73.924942325642)",POINT (-73.924942325642 40.8103518634571)
285929550,67,BROOKLYN,04/25/2024,23:16:00,04/25/2024,23:50:00,ATTEMPTED,(null),,0,N.Y. POLICE DEPT,106,FELONY,INSIDE,FELONY ASSAULT,(null),PATROL BORO BKLYN SOUTH,109.0,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE - APT. HOUSE,04/25/2024,(null),65+,BLACK,M,,65+,BLACK,F,1000412.0,171233.0,40.636657,-73.941766,"(40.636657, -73.941766)",POINT (-73.941766 40.636657)
289946341,111,QUEENS,07/07/2024,18:00:00,07/11/2024,20:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,(null),PATROL BORO QUEENS NORTH,357.0,"LARCENY,PETIT OF VEHICLE ACCES",STREET,07/11/2024,(null),UNKNOWN,UNKNOWN,U,,25-44,ASIAN / PACIFIC ISLANDER,F,1048472.0,215078.0,40.756783,-73.768188,"(40.756783, -73.768188)",POINT (-73.768188 40.756783)
287224840,18,MANHATTAN,05/21/2024,14:15:00,05/21/2024,14:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,106,FELONY,INSIDE,FELONY ASSAULT,(null),PATROL BORO MAN SOUTH,109.0,"ASSAULT 2,1,UNCLASSIFIED",CHAIN STORE,05/21/2024,(null),25-44,AMERICAN INDIAN/ALASKAN NATIVE,M,,65+,WHITE,M,990284.0,215939.0,40.759377,-73.978219,"(40.759377, -73.978219)",POINT (-73.978219 40.759377)
292298450,32,MANHATTAN,08/26/2024,08:20:00,08/26/2024,08:23:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO MAN NORTH,333.0,"LARCENY,PETIT FROM STORE-SHOPL",CHAIN STORE,08/26/2024,(null),UNKNOWN,BLACK,M,,UNKNOWN,UNKNOWN,D,998853.0,236861.0,40.816793,-73.94724,"(40.816793, -73.94724)",POINT (-73.94724 40.816793)
289343655,100,QUEENS,06/30/2024,13:30:00,06/30/2024,13:45:00,COMPLETED,(null),34526.0,2,N.Y. HOUSING POLICE,578,VIOLATION,INSIDE,HARRASSMENT 2,(null),PATROL BORO QUEENS SOUTH,637.0,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - PUBLIC HOUSING,06/30/2024,(null),25-44,BLACK,M,,25-44,BLACK,F,1037417.0,153512.0,40.587872,-73.808574,"(40.587872, -73.808574)",POINT (-73.808574 40.587872)
282501379,115,QUEENS,02/15/2024,16:00:00,02/15/2024,16:10:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,FRONT OF,GRAND LARCENY,(null),PATROL BORO QUEENS NORTH,437.0,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT",STREET,02/20/2024,(null),(null),(null),(null),,65+,WHITE HISPANIC,M,1016025.0,211627.0,40.747487,-73.885321,"(40.747487, -73.885321)",POINT (-73.885321 40.747487)
283143679,46,BRONX,03/02/2024,18:00:00,03/03/2024,11:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,(null),PETIT LARCENY,(null),PATROL BORO BRONX,357.0,"LARCENY,PETIT OF VEHICLE ACCES",STREET,03/03/2024,(null),UNKNOWN,UNKNOWN,U,,45-64,WHITE HISPANIC,F,1012292.0,250395.0,40.85390677534715,-73.89863383707673,"(40.85390677534715, -73.89863383707673)",POINT (-73.89863383707673 40.85390677534715)
286090838,28,MANHATTAN,04/29/2024,16:40:00,04/29/2024,16:46:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO MAN NORTH,333.0,"LARCENY,PETIT FROM STORE-SHOPL",CHAIN STORE,04/29/2024,(null),UNKNOWN,BLACK,M,,UNKNOWN,UNKNOWN,D,998948.0,233793.0,40.808372,-73.946904,"(40.808372, -73.946904)",POINT (-73.946904 40.808372)
281767810,105,QUEENS,02/06/2024,15:07:00,02/06/2024,15:28:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,358,MISDEMEANOR,(null),OFFENSES INVOLVING FRAUD,(null),PATROL BORO QUEENS SOUTH,705.0,"FORGERY,ETC.-MISD.",STREET,02/06/2024,(null),25-44,BLACK,M,,UNKNOWN,UNKNOWN,E,1054966.0,193682.0,40.69800653445803,-73.74497340480944,"(40.69800653445803, -73.74497340480944)",POINT (-73.74497340480944 40.69800653445803)
282778417,1,MANHATTAN,02/25/2024,19:50:00,02/25/2024,19:55:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO MAN SOUTH,433.0,"LARCENY,GRAND FROM STORE-SHOPL",CHAIN STORE,02/25/2024,(null),45-64,BLACK,M,,UNKNOWN,UNKNOWN,D,982186.0,198966.0,40.712794,-74.007445,"(40.712794, -74.007445)",POINT (-74.007445 40.712794)
293477126,90,BROOKLYN,09/18/2024,04:16:00,,(null),COMPLETED,(null),,0,N.Y. POLICE DEPT,107,FELONY,INSIDE,BURGLARY,(null),PATROL BORO BKLYN NORTH,223.0,"BURGLARY,RESIDENCE,NIGHT",RESIDENCE - APT. HOUSE,09/18/2024,(null),UNKNOWN,UNKNOWN,U,,UNKNOWN,UNKNOWN,D,998696.0,196095.0,40.704903,-73.947897,"(40.704903, -73.947897)",POINT (-73.947897 40.704903)
280646270,42,BRONX,01/05/2024,13:00:00,01/05/2024,14:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO BRONX,338.0,"LARCENY,PETIT FROM BUILDING,UN",GROCERY/BODEGA,01/08/2024,(null),(null),(null),(null),,25-44,BLACK,M,1007864.0,239657.0,40.824448,-73.914678,"(40.824448, -73.914678)",POINT (-73.914678 40.824448)
282177643,113,QUEENS,02/13/2024,17:00:00,02/13/2024,17:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO QUEENS SOUTH,338.0,"LARCENY,PETIT FROM BUILDING,UN",RESIDENCE-HOUSE,02/13/2024,(null),25-44,BLACK,M,,18-24,BLACK,F,1047730.0,185884.0,40.676658,-73.771142,"(40.676658, -73.771142)",POINT (-73.771142 40.676658)
288836798,52,BRONX,06/18/2024,21:00:00,06/18/2024,21:05:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,126,FELONY,INSIDE,MISCELLANEOUS PENAL LAW,(null),PATROL BORO BRONX,198.0,CRIMINAL CONTEMPT 1,HOSPITAL,06/19/2024,(null),18-24,BLACK,F,,25-44,BLACK,M,1017325.0,259857.0,40.879861,-73.880392,"(40.879861, -73.880392)",POINT (-73.880392 40.879861)
291733260,18,MANHATTAN,08/12/2024,19:00:00,08/12/2024,19:01:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO MAN SOUTH,333.0,"LARCENY,PETIT FROM STORE-SHOPL",CHAIN STORE,08/14/2024,(null),UNKNOWN,WHITE,M,,UNKNOWN,UNKNOWN,D,986871.0,216638.0,40.7613,-73.990538,"(40.7613, -73.990538)",POINT (-73.990538 40.7613)
280315745,6,MANHATTAN,01/11/2024,01:50:00,01/11/2024,02:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,113,FELONY,FRONT OF,FORGERY,(null),PATROL BORO MAN SOUTH,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELO",STREET,01/11/2024,(null),45-64,BLACK,M,,UNKNOWN,UNKNOWN,E,984302.0,205953.0,40.731971,-73.99981,"(40.731971, -73.99981)",POINT (-73.99981 40.731971)
289843911,123,STATEN ISLAND,07/10/2024,06:00:00,07/10/2024,06:10:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,126,FELONY,INSIDE,MISCELLANEOUS PENAL LAW,(null),PATROL BORO STATEN ISLAND,198.0,CRIMINAL CONTEMPT 1,RESIDENCE-HOUSE,07/10/2024,(null),25-44,WHITE,M,,25-44,WHITE,F,923134.0,130640.0,40.525043,-74.219832,"(40.525043, -74.219832)",POINT (-74.219832 40.525043)
289774136,40,BRONX,05/25/2024,13:00:00,05/25/2024,13:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,121,FELONY,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO BRONX,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND",CHAIN STORE,05/28/2024,(null),UNKNOWN,UNKNOWN,M,,UNKNOWN,UNKNOWN,D,1007396.0,236901.0,40.816884,-73.916377,"(40.816884, -73.916377)",POINT (-73.916377 40.816884)
281128883,46,BRONX,01/25/2024,19:57:00,01/25/2024,20:29:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,348,MISDEMEANOR,(null),VEHICLE AND TRAFFIC LAWS,(null),PATROL BORO BRONX,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",STREET,01/25/2024,(null),18-24,BLACK HISPANIC,M,,UNKNOWN,UNKNOWN,E,1011485.0,248280.0,40.84810425706434,-73.90155956816072,"(40.84810425706434, -73.90155956816072)",POINT (-73.90155956816072 40.84810425706434)
279905789,106,QUEENS,12/22/2023,05:00:00,12/22/2023,12:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,106,FELONY,INSIDE,FELONY ASSAULT,(null),PATROL BORO QUEENS SOUTH,109.0,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE-HOUSE,01/03/2024,(null),45-64,WHITE,F,,45-64,WHITE,M,1027775.0,177153.0,40.652815,-73.843137,"(40.652815, -73.843137)",POINT (-73.843137 40.652815)
281828456,23,MANHATTAN,02/07/2024,14:00:00,02/07/2024,14:02:00,COMPLETED,(null),632.0,2,N.Y. HOUSING POLICE,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,(null),PATROL BORO MAN NORTH,113.0,"MENACING,UNCLASSIFIED",RESIDENCE - PUBLIC HOUSING,02/07/2024,(null),25-44,WHITE HISPANIC,M,,25-44,WHITE HISPANIC,F,1001294.0,228547.0,40.793971,-73.938444,"(40.793971, -73.938444)",POINT (-73.938444 40.793971)
293652541,70,BROOKLYN,03/02/2024,18:02:00,09/20/2024,19:45:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO BKLYN SOUTH,333.0,"LARCENY,PETIT FROM STORE-SHOPL",DEPARTMENT STORE,09/20/2024,(null),45-64,BLACK,F,,UNKNOWN,UNKNOWN,D,999359.0,169275.0,40.631284,-73.945564,"(40.631284, -73.945564)",POINT (-73.945564 40.631284)
284633746,18,MANHATTAN,03/30/2024,14:25:00,03/30/2024,14:26:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO MAN SOUTH,333.0,"LARCENY,PETIT FROM STORE-SHOPL",CHAIN STORE,03/30/2024,(null),18-24,BLACK,M,,UNKNOWN,UNKNOWN,D,990629.0,215747.0,40.758851,-73.976972,"(40.758851, -73.976972)",POINT (-73.976972 40.758851)
290681373,108,QUEENS,07/25/2024,17:00:00,07/25/2024,17:21:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,(null),PATROL BORO QUEENS NORTH,638.0,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,07/25/2024,(null),UNKNOWN,UNKNOWN,U,,45-64,ASIAN / PACIFIC ISLANDER,M,1006664.0,211017.0,40.745843,-73.919109,"(40.745843, -73.919109)",POINT (-73.919109 40.745843)
283697585,1,MANHATTAN,03/13/2024,09:55:00,03/13/2024,10:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,(null),HARRASSMENT 2,(null),PATROL BORO MAN SOUTH,638.0,"HARASSMENT,SUBD 3,4,5",STREET,03/13/2024,(null),UNKNOWN,ASIAN / PACIFIC ISLANDER,M,,25-44,ASIAN / PACIFIC ISLANDER,F,983314.0,203505.0,40.72525082865653,-74.0033769181172,"(40.725250828656534, -74.0033769181172)",POINT (-74.0033769181172 40.725250828656534)
285400069,107,QUEENS,01/31/2024,15:15:00,04/16/2024,12:22:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,(null),PATROL BORO QUEENS SOUTH,349.0,"LARCENY,PETIT OF LICENSE PLATE",STREET,04/16/2024,(null),UNKNOWN,UNKNOWN,U,,25-44,WHITE,F,1037349.0,197998.0,40.709978,-73.808472,"(40.709978, -73.808472)",POINT (-73.808472 40.709978)
283218139,34,MANHATTAN,02/19/2024,12:30:00,02/19/2024,15:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,(null),PATROL BORO MAN NORTH,638.0,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,02/19/2024,(null),UNKNOWN,UNKNOWN,U,,25-44,WHITE HISPANIC,M,1002163.0,249762.0,40.852197,-73.935246,"(40.852197, -73.935246)",POINT (-73.935246 40.852197)
282350419,114,QUEENS,02/16/2024,22:50:00,02/16/2024,23:01:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,106,FELONY,INSIDE,FELONY ASSAULT,(null),PATROL BORO QUEENS NORTH,109.0,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE - APT. HOUSE,02/16/2024,(null),25-44,WHITE HISPANIC,F,,25-44,WHITE HISPANIC,F,1007730.0,223551.0,40.780243,-73.915216,"(40.780243, -73.915216)",POINT (-73.915216 40.780243)
283870838,108,QUEENS,03/13/2024,22:50:00,03/13/2024,22:54:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO QUEENS NORTH,333.0,"LARCENY,PETIT FROM STORE-SHOPL",CHAIN STORE,03/13/2024,(null),UNKNOWN,WHITE HISPANIC,M,,UNKNOWN,UNKNOWN,D,1005621.0,210216.0,40.743646,-73.922875,"(40.743646, -73.922875)",POINT (-73.922875 40.743646)
288231932,33,MANHATTAN,06/09/2024,17:40:00,06/09/2024,18:09:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,110,FELONY,FRONT OF,GRAND LARCENY OF MOTOR VEHICLE,(null),PATROL BORO MAN NORTH,441.0,"LARCENY,GRAND OF AUTO",STREET,06/09/2024,(null),(null),(null),(null),,25-44,WHITE HISPANIC,M,1001056.0,247633.0,40.846355,-73.939256,"(40.846355, -73.939256)",POINT (-73.939256 40.846355)
288142495,25,MANHATTAN,06/07/2024,12:00:00,06/07/2024,12:05:00,COMPLETED,(null),670.0,2,N.Y. HOUSING POLICE,578,VIOLATION,INSIDE,HARRASSMENT 2,(null),PATROL BORO MAN NORTH,637.0,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - PUBLIC HOUSING,06/07/2024,(null),UNKNOWN,BLACK,M,,45-64,WHITE,M,1002441.0,231360.0,40.801687,-73.934295,"(40.801687, -73.934295)",POINT (-73.934295 40.801687)
291581303,10,MANHATTAN,08/09/2024,12:00:00,08/10/2024,21:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO MAN SOUTH,458.0,"LARCENY,GRAND FROM RESIDENCE/BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",RESIDENCE - APT. HOUSE,08/12/2024,(null),UNKNOWN,UNKNOWN,U,,18-24,WHITE,F,984804.0,210120.0,40.743409,-73.997998,"(40.743409, -73.997998)",POINT (-73.997998 40.743409)
284291469,19,MANHATTAN,03/19/2024,14:00:00,03/21/2024,11:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO MAN NORTH,352.0,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",RESIDENCE - APT. HOUSE,03/25/2024,(null),UNKNOWN,UNKNOWN,U,,25-44,WHITE,F,996376.0,219673.0,40.76962,-73.956221,"(40.76962, -73.956221)",POINT (-73.956221 40.76962)
284809588,109,QUEENS,04/04/2024,18:56:00,04/04/2024,19:05:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO QUEENS NORTH,333.0,"LARCENY,PETIT FROM STORE-SHOPL",DRUG STORE,04/04/2024,(null),(null),(null),(null),,UNKNOWN,UNKNOWN,D,1046365.0,223155.0,40.778968,-73.775719,"(40.778968, -73.775719)",POINT (-73.775719 40.778968)
283088044,79,BROOKLYN,03/02/2024,11:34:00,03/02/2024,11:40:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,351,MISDEMEANOR,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO BKLYN NORTH,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",RESIDENCE - APT. HOUSE,03/02/2024,(null),<18,BLACK,M,,25-44,BLACK,F,998890.0,191614.0,40.692602,-73.947205,"(40.692602, -73.947205)",POINT (-73.947205 40.692602)
281740815,48,BRONX,01/19/2024,19:00:00,01/19/2024,19:25:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO BRONX,438.0,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",HOSPITAL,02/06/2024,(null),45-64,BLACK,M,,45-64,BLACK HISPANIC,M,1014256.0,250228.0,40.853443,-73.891534,"(40.853443, -73.891534)",POINT (-73.891534 40.853443)
