listing_id,listing_url,last_scraped,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,borough,property_type,room_type,accommodates,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,geometry,bathrooms_number,is_bathroom_shared,time_since_first_review,time_since_last_review
771967712456918474,https://www.airbnb.com/rooms/771967712456918474,2024-09-04,2010-12-24,within a few hours,100%,100%,f,2.0,8.0,"['email', 'phone']",t,t,Brooklyn,Entire rental unit,Entire home/apt,1,1.0,1.0,"[""Cleaning products"", ""Mini fridge"", ""Stove"", ""Smoke alarm"", ""Cooking basics"", ""Heating"", ""Hot water kettle"", ""Refrigerator"", ""Long term stays allowed"", ""Books and reading material"", ""Kitchen"", ""Hair dryer"", ""Hot water"", ""Private entrance"", ""Fire extinguisher"", ""Laundromat nearby"", ""Essentials"", ""Carbon monoxide alarm"", ""Bed linens"", ""Hangers"", ""Dishes and silverware"", ""Dedicated workspace"", ""Lockbox"", ""Self check-in"", ""Air conditioning"", ""Wifi""]",$65.00,30,90,30.0,30.0,1125.0,1125.0,30.0,1125.0,2,32,62,62,3,1,0,81-90%,81-90%,81-90%,96-100%,91-95%,51-80%,91-95%,f,2,2,0,0,POINT (-74.01671 40.63833),1.0,False,1-2 years,2-6 months
46608176,https://www.airbnb.com/rooms/46608176,2024-09-05,2012-10-26,unknown,unknown,unknown,f,1.0,2.0,"['email', 'phone']",t,t,Manhattan,Entire rental unit,Entire home/apt,5,2.0,2.0,"[""Dishwasher"", ""Cleaning products"", ""Crib"", ""Elevator"", ""Single level home"", ""TV"", ""Stove"", ""Smoke alarm"", ""Washer"", ""Cooking basics"", ""Heating"", ""Shower gel"", ""Hot water kettle"", ""Free dryer \u2013 In unit"", ""Refrigerator"", ""Long term stays allowed"", ""Kitchen"", ""Hair dryer"", ""Hot water"", ""Body soap"", ""Room-darkening shades"", ""Iron"", ""Fire extinguisher"", ""Microwave"", ""Essentials"", ""Carbon monoxide alarm"", ""Bed linens"", ""Freezer"", ""Hangers"", ""Shampoo"", ""Dishes and silverware"", ""Oven"", ""Sound system"", ""Bathtub"", ""Dedicated workspace"", ""Baking sheet"", ""River view"", ""Lockbox"", ""Self check-in"", ""Fast wifi \u2013 232 Mbps"", ""First aid kit"", ""Clothing storage"", ""Coffee maker"", ""Air conditioning"", ""Dining table"", ""City skyline view""]",$675.00,30,60,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,2,57,21,0,0,96-100%,96-100%,96-100%,96-100%,96-100%,96-100%,96-100%,t,1,1,0,0,POINT (-73.98708 40.7665),2.0,False,3 years and more,1 year and more
53594793,https://www.airbnb.com/rooms/53594793,2024-09-04,2018-11-14,within an hour,100%,100%,f,1.0,1.0,"['email', 'phone']",t,t,Brooklyn,Entire rental unit,Entire home/apt,2,1.0,1.0,"[""Cleaning products"", ""Dining table"", ""Smoke alarm"", ""Window AC unit"", ""Cooking basics"", ""Exterior security cameras on property"", ""Shower gel"", ""Portable fans"", ""Generic  shampoo"", ""Refrigerator"", ""Backyard"", ""Kitchen"", ""Hot water"", ""Room-darkening shades"", ""Free street parking"", ""Generic  body soap"", ""Iron"", ""Private entrance"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Microwave"", ""Essentials"", ""Gas stove"", ""Carbon monoxide alarm"", ""Bed linens"", ""Freezer"", ""Radiant heating"", ""Hangers"", ""Dishes and silverware"", ""Dedicated workspace"", ""Bathtub"", ""Lockbox"", ""Wifi"", ""Stainless steel oven"", ""Self check-in"", ""40 inch HDTV with HBO Max"", ""Generic conditioner"", ""Portable air conditioning"", ""Free parking on premises""]",$103.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,2,32,307,37,6,0,91-95%,91-95%,91-95%,91-95%,96-100%,51-80%,91-95%,f,1,1,0,0,POINT (-73.90063 40.67381),1.0,False,2-3 years,2-6 months
854519140267993959,https://www.airbnb.com/rooms/854519140267993959,2024-04-06,2023-03-18,within an hour,100%,91-99%,t,1.0,1.0,"['email', 'phone']",t,t,Manhattan,Entire rental unit,Entire home/apt,6,2.0,0.0,"[""Toaster"", ""Extra pillows and blankets"", ""Keypad"", ""First aid kit"", ""Hot water"", ""Shampoo"", ""Hair dryer"", ""Radiant heating"", ""Oven"", ""Microwave"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Essentials"", ""Private entrance"", ""Ceiling fan"", ""Shower gel"", ""Dishes and silverware"", ""Smoke alarm"", ""Wine glasses"", ""55\"" HDTV with Amazon Prime Video, Disney+, Fire TV, HBO Max, Netflix"", ""Hangers"", ""Dishwasher"", ""Stove"", ""Cleaning products"", ""Wifi"", ""Refrigerator"", ""Cooking basics"", ""Clothing storage"", ""Iron"", ""Self check-in"", ""Freezer"", ""Air conditioning"", ""Coffee"", ""Carbon monoxide alarm"", ""Cleaning available during stay"", ""Bed linens"", ""Coffee maker: drip coffee maker"", ""Kitchen""]",$416.00,1,29,1.0,2.0,29.0,29.0,1.3,29.0,3,7,16,145,69,65,6,96-100%,96-100%,96-100%,96-100%,96-100%,96-100%,91-95%,f,1,1,0,0,POINT (-73.94661913204473 40.820167603645785),1.0,False,1-2 years,0-2 weeks
212109,https://www.airbnb.com/rooms/212109,2024-09-05,2011-06-05,within a day,100%,0-50%,f,1.0,1.0,['phone'],t,t,Manhattan,Private room in rental unit,Private room,1,2.0,2.0,"[""Dishwasher"", ""Elevator"", ""Stove"", ""Smoke alarm"", ""Washer"", ""Patio or balcony"", ""Cooking basics"", ""Heating"", ""Refrigerator"", ""Long term stays allowed"", ""TV with standard cable"", ""Kitchen"", ""Hair dryer"", ""Hot water"", ""Dryer"", ""Iron"", ""Fire extinguisher"", ""Microwave"", ""Essentials"", ""Host greets you"", ""Carbon monoxide alarm"", ""Bed linens"", ""Hangers"", ""Dishes and silverware"", ""Oven"", ""Extra pillows and blankets"", ""First aid kit"", ""Coffee maker"", ""Air conditioning"", ""Wifi""]",$94.00,31,90,31.0,31.0,90.0,90.0,31.0,90.0,0,0,0,263,13,2,1,96-100%,96-100%,96-100%,96-100%,96-100%,96-100%,96-100%,f,1,0,1,0,POINT (-74.00811 40.73814),1.0,True,3 years and more,2-4 weeks
735333397833701709,https://www.airbnb.com/rooms/735333397833701709,2024-01-06,2015-02-12,within a few hours,100%,51-90%,f,7.0,7.0,['phone'],t,t,Manhattan,Entire rental unit,Entire home/apt,2,1.0,1.0,[],$135.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,29,59,89,364,1,1,0,0-50%,0-50%,0-50%,0-50%,0-50%,0-50%,0-50%,f,7,7,0,0,POINT (-74.00625 40.73341),1.0,False,0-6 months,2-6 months
1051609811968219980,https://www.airbnb.com/rooms/1051609811968219980,2024-01-06,2021-06-09,within an hour,91-99%,0-50%,f,9.0,22.0,"['email', 'phone']",t,t,Brooklyn,Private room in rental unit,Private room,2,1.0,1.0,[],$37.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,30,60,90,269,0,0,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,t,9,3,6,0,POINT (-73.9724955068267 40.63518747233789),1.0,False,unknown,unknown
1111540336881417764,https://www.airbnb.com/rooms/1111540336881417764,2024-09-05,2024-03-06,within an hour,91-99%,91-99%,f,6.0,6.0,"['email', 'phone']",t,t,Manhattan,Entire rental unit,Entire home/apt,4,1.0,2.0,"[""Elevator"", ""Smoke alarm"", ""Paid parking off premises"", ""Refrigerator"", ""Long term stays allowed"", ""TV with standard cable"", ""Hair dryer"", ""Body soap"", ""Iron"", ""Private entrance"", ""Fire extinguisher"", ""Essentials"", ""Gym"", ""Carbon monoxide alarm"", ""Pets allowed"", ""Bed linens"", ""Hangers"", ""Shampoo"", ""Building staff"", ""Dedicated workspace"", ""Self check-in"", ""Air conditioning"", ""Wifi""]",$426.00,1,365,1.0,1.0,28.0,365.0,1.0,144.0,30,60,90,298,169,169,27,91-95%,91-95%,91-95%,91-95%,91-95%,96-100%,91-95%,t,6,6,0,0,POINT (-73.98391 40.76174),1.0,False,0-6 months,0-2 weeks
900041352632676461,https://www.airbnb.com/rooms/900041352632676461,2024-09-04,2023-05-26,a few days or more,0-50%,0-50%,f,1.0,1.0,"['email', 'phone']",f,t,Brooklyn,Entire condo,Entire home/apt,6,2.0,3.0,"[""Cleaning products"", ""Dining table"", ""TV"", ""Washer"", ""Harbor view"", ""Cooking basics"", ""Crib - always at the listing"", ""Coffee maker: Keurig coffee machine"", ""Shower gel"", ""Coffee"", ""Free dryer \u2013 In unit"", ""Paid parking on premises"", ""Kitchen"", ""Hair dryer"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""Wine glasses"", ""Microwave"", ""Essentials"", ""Central heating"", ""Host greets you"", ""Carbon monoxide alarm"", ""Pets allowed"", ""Bed linens"", ""Hangers"", ""Shampoo"", ""Dishes and silverware"", ""Dedicated workspace"", ""Bathtub"", ""Park view"", ""Air conditioning"", ""Wifi"", ""City skyline view""]",$850.00,30,365,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,365,4,0,0,96-100%,96-100%,96-100%,81-90%,91-95%,96-100%,81-90%,t,1,1,0,0,POINT (-73.95975335337035 40.72982333368435),2.0,False,1-2 years,1 year and more
52128548,https://www.airbnb.com/rooms/52128548,2024-09-04,2021-09-01,within an hour,100%,100%,f,1.0,1.0,"['email', 'phone', 'work_email']",f,t,Queens,Entire villa,Entire home/apt,7,4.0,4.0,"[""Mosquito net"", ""Cleaning products"", ""Dishwasher"", ""Dining table"", ""Private pool"", ""Mini fridge"", ""TV"", ""Smoke alarm"", ""Rice maker"", ""Washer"", ""Stainless steel double oven"", ""Children\u2019s books and toys"", ""Cooking basics"", ""Exercise equipment"", ""Private backyard \u2013 Fully fenced"", ""Paid parking on premises \u2013 2 spaces"", ""Barbecue utensils"", ""Private patio or balcony"", ""Exterior security cameras on property"", ""Coffee"", ""Shower gel"", ""Outlet covers"", ""Outdoor furniture"", ""Outdoor dining area"", ""Refrigerator"", ""Ceiling fan"", ""Long term stays allowed"", ""Conditioner"", ""Books and reading material"", ""Safe"", ""Kitchen"", ""Hair dryer"", ""Hot water"", ""Body soap"", ""BBQ grill"", ""Iron"", ""Private entrance"", ""Free street parking"", ""Fire extinguisher"", ""Wine glasses"", ""Microwave"", ""Essentials"", ""Laundromat nearby"", ""Gas stove"", ""Carbon monoxide alarm"", ""Clothing storage: walk-in closet and closet"", ""Pets allowed"", ""EV charger - level 2, tesla only"", ""Cleaning available during stay"", ""Freezer"", ""Toaster"", ""Hangers"", ""Shampoo"", ""Radiant heating"", ""Dishes and silverware"", ""Dedicated workspace"", ""Bathtub"", ""Lockbox"", ""Hot tub"", ""Extra pillows and blankets"", ""Self check-in"", ""First aid kit"", ""Coffee maker"", ""Heating - split type ductless system"", ""Air conditioning"", ""Wifi"", ""Free parking on premises""]",$350.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,14,16,46,136,1,1,0,96-100%,96-100%,96-100%,96-100%,96-100%,96-100%,96-100%,t,1,1,0,0,POINT (-73.78740265686379 40.74607881879778),2.0,False,0-6 months,2-6 months
8942272,https://www.airbnb.com/rooms/8942272,2024-09-05,2013-11-07,within a day,51-90%,0-50%,f,21.0,43.0,"['email', 'phone']",t,t,Brooklyn,Private room in rental unit,Private room,2,1.0,1.0,"[""Single level home"", ""Stove"", ""Smoke alarm"", ""Cooking basics"", ""Heating"", ""Refrigerator"", ""Long term stays allowed"", ""Kitchen"", ""Hair dryer"", ""Hot water"", ""Free street parking"", ""Iron"", ""Fire extinguisher"", ""Microwave"", ""Essentials"", ""Carbon monoxide alarm"", ""Bed linens"", ""Lock on bedroom door"", ""Hangers"", ""Shampoo"", ""Dishes and silverware"", ""Oven"", ""Bathtub"", ""Coffee maker"", ""Air conditioning"", ""Wifi""]",$55.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,247,4,0,0,81-90%,96-100%,51-80%,91-95%,96-100%,81-90%,81-90%,f,21,8,13,0,POINT (-73.91557 40.68454),1.5,True,3 years and more,1 year and more
14913941,https://www.airbnb.com/rooms/14913941,2024-09-04,2015-12-19,within a few hours,100%,0-50%,f,1.0,2.0,"['email', 'phone']",t,t,Brooklyn,Private room in townhouse,Private room,1,1.0,1.0,"[""TV"", ""Stove"", ""Smoke alarm"", ""Window AC unit"", ""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Hot water"", ""Free street parking"", ""Iron"", ""Fire extinguisher"", ""Microwave"", ""Essentials"", ""Carbon monoxide alarm"", ""Bed linens"", ""Lock on bedroom door"", ""Hangers"", ""Shampoo"", ""Dishes and silverware"", ""Oven"", ""Dedicated workspace"", ""First aid kit"", ""Coffee maker"", ""Wifi""]",$52.00,30,225,30.0,30.0,225.0,225.0,30.0,225.0,0,1,1,62,64,1,0,91-95%,91-95%,91-95%,96-100%,96-100%,91-95%,91-95%,f,1,0,1,0,POINT (-73.95366 40.67714),1.0,False,3 years and more,6-12 months
866861929783915905,https://www.airbnb.com/rooms/866861929783915905,2024-03-08,2015-02-23,unknown,unknown,0-50%,f,2.0,3.0,"['email', 'phone']",t,t,Manhattan,Private room in rental unit,Private room,2,1.0,2.0,"[""Air conditioning"", ""Coffee maker"", ""Wifi"", ""Smoke alarm"", ""TV"", ""Lockbox"", ""Kitchen"", ""Dedicated workspace"", ""Self check-in""]",$220.00,30,90,30.0,30.0,90.0,90.0,30.0,90.0,0,0,0,236,5,5,0,96-100%,96-100%,96-100%,96-100%,96-100%,91-95%,96-100%,f,2,1,1,0,POINT (-73.990888 40.7620282),1.0,False,6-12 months,2-6 months
960892946464428434,https://www.airbnb.com/rooms/960892946464428434,2024-05-04,2014-11-24,within an hour,91-99%,91-99%,f,7.0,10.0,"['email', 'phone', 'work_email']",t,t,Manhattan,Private room in rental unit,Private room,2,1.0,0.0,"[""Smoke alarm"", ""Lock on bedroom door"", ""Air conditioning"", ""Fire extinguisher"", ""First aid kit"", ""Dedicated workspace"", ""TV"", ""Kitchen"", ""Carbon monoxide alarm"", ""Wifi""]",$207.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,13,30,60,212,30,30,4,91-95%,81-90%,96-100%,91-95%,91-95%,96-100%,81-90%,t,5,1,4,0,POINT (-73.99163116779775 40.76036288055495),1.0,True,6-12 months,2-4 weeks
