listing_id,borough_Queens,borough_Manhattan,borough_Brooklyn,borough_Bronx,distance_to_nearest_crime_m,number_of_crimes_within_100m,average_offence_weight_within_100m,distance_to_nearest_bus_stop_m,number_of_bus_stops_within_100m,distance_to_nearest_subway_station_m,number_of_subway_stations_within_100m,distance_to_nearest_restaurant_m,number_of_restaurants_within_100m,distance_to_nearest_education_institution_m,number_of_education_institutions_within_100m,distance_to_nearest_cultural_institution_m,number_of_cultural_institutions_within_100m,distance_to_nearest_recreation_point_m,number_of_recreation_points_within_100m,distance_to_nearest_religious_institution_m,number_of_religious_institutions_within_100m,distance_to_nearest_health_institution_m,number_of_health_institutions_within_100m,distance_to_nearest_main_attraction_m
779973859525247404,True,False,False,False,19.88524105824307,9,165.11111111111111,130.21855085443616,0,392.0765812137194,0,370.8350331065973,0,283.2374528805552,0,1008.8669258977164,0,278.3840632545787,0,710.4326808184467,0,549.6148226176645,0,24862.69062358066
1061632299472282421,False,True,False,False,53.79050219072991,30,152.36666666666667,68.44235963540778,1,216.8011918054702,0,50.43008342871801,21,329.94264482927554,0,267.1842409531368,0,152.21413374855726,0,73.86768262184553,1,612.294416777655,0,395.48161087777095
987774238584422591,True,False,False,False,41.90512668519808,15,82.73333333333333,41.10308387326631,1,289.27706522792244,0,38.30333912121437,1,299.5608181290205,0,884.7764455088898,0,460.96651728156576,0,63.61266115386436,1,642.9529223056815,0,5928.888573069306
52354363,False,False,True,False,11.646389203205391,47,167.17021276595744,73.33107771387502,3,348.2952036384131,0,12.034404818799327,4,181.4397081950211,0,572.6353540126669,0,258.4844297152438,0,469.15991193188,0,1080.54838461818,0,11561.624291948168
751527152443176010,False,True,False,False,57.90951932916877,52,124.3653846153846,91.33147553662997,1,67.8120410231833,1,67.67216239024654,20,90.05658301334817,1,266.72456130451235,0,114.45911851010064,0,65.87512297370148,2,174.6842440087719,0,1742.2909657458167
39922280,False,True,False,False,25.395199024603173,34,123.8529411764706,71.91821711059178,1,128.82772587077778,0,30.543587585697814,10,182.8327449155933,0,365.6548381711161,0,64.15915965041451,2,471.0079043907705,0,780.3005943039933,0,657.9265965899203
30156697,False,True,False,False,54.22343168379813,52,136.8846153846154,71.11613845256754,3,229.1443622154796,0,20.85297636956504,19,55.15680130922604,1,163.92995354254575,0,284.83766025528024,0,127.97790395167571,0,679.76678170213,0,1708.2402326966053
673800396743059439,False,False,True,False,43.40287970381344,42,114.54761904761904,91.44172087636848,1,337.6401242986941,0,100.26531112539828,0,363.28403239428536,0,653.2422815982903,0,225.8264146609142,0,120.97577862572297,0,712.1183541951824,0,6468.175888318628
827670335196395931,False,True,False,False,28.449965134266208,56,159.08928571428572,67.64785988824403,1,72.48645937538515,1,23.71120705170859,18,157.39708260855733,0,42.627336526167866,2,157.58941131370625,0,83.87556198073975,1,282.75396964854616,0,1201.602328944152
857103803651618158,False,False,False,True,54.16738442468916,22,169.63636363636363,77.94844075594447,2,345.8421408525956,0,85.51836867770169,3,491.9124420568464,0,357.9659912236362,0,379.37105920766106,0,158.5448206059783,0,865.7693950563097,0,14008.878172195871
1047002853088842879,False,True,False,False,41.434337102913375,17,78.58823529411765,46.9244097224808,3,199.4250265144568,0,192.45266796773885,0,194.57490706756917,0,403.8702043742301,0,91.951883113975,1,80.08097536567769,1,742.715052160589,0,1171.1058847183
772522403214952384,False,True,False,False,34.08931974439833,50,135.64,95.55811520247352,1,162.57413958069856,0,58.20498552509073,1,73.77896630456097,3,311.6129212802181,0,175.18712584332977,0,11.999077959598823,2,434.6560695980339,0,2027.520553780043
588550970022904542,False,False,True,False,60.12574793804038,17,77.94117647058823,188.98539025518335,0,251.1133130633502,0,181.13368060086137,0,202.5525616665745,0,580.2832762964775,0,219.99350244998485,0,91.83052643102272,1,802.2448143788697,0,6791.940204193233
15952447,False,False,True,False,43.14621297813528,11,82.0909090909091,83.34877608240866,1,569.2474225646387,0,36.36080664601756,4,132.24357352764702,0,594.8100035689529,0,191.84075902577345,0,135.79045790862205,0,302.16249513091043,0,5467.817902996827
29184626,False,False,True,False,29.782073639471268,28,160.96428571428572,106.37940673437748,0,179.68838485349798,0,168.819672461426,0,199.17199043121283,0,763.6884654015518,0,189.4081801226885,0,486.759276289363,0,944.812189306424,0,9695.995545358875
46088307,False,False,True,False,23.73466836099485,22,165.27272727272728,13.974574163226544,2,219.25563161927744,0,82.38121105991934,1,65.05978507066648,1,398.7453478772912,0,149.6140260514097,0,68.81932916898184,1,1425.5918469450714,0,9125.74658297598
1215125404349939405,False,False,True,False,16.972029403777682,29,160.9655172413793,82.13606349081843,2,446.385071294058,0,151.0447138531903,0,58.38920527231428,3,533.3414086154904,0,59.41828774484273,4,164.0696067305,0,785.9154317062024,0,6581.138033341028
26814602,False,True,False,False,25.38092132815542,23,112.95652173913044,101.79694507929788,0,284.245953597021,0,83.01885248838894,9,103.61817454611932,0,538.7079108229523,0,76.39584682581726,1,69.63171267024299,2,665.4072891366454,0,1076.4065542985854
920302144753983936,False,True,False,False,23.33725447151391,56,157.64285714285714,109.46498513004612,0,392.3628321586826,0,32.81960988642712,7,82.88657067756068,1,308.47002475874336,0,278.19143833335,0,257.3712772475118,0,1074.4557686840346,0,692.7258007089587
1199659642466549233,False,True,False,False,76.55990772296306,106,154.66037735849056,105.5589263365668,0,263.5199539460255,0,6.891360922868504,38,216.8935694584648,0,113.30176051145548,0,343.48606945424655,0,184.0470268432012,0,937.7987020189126,0,377.316473683711
7461611,False,False,True,False,35.25140235751887,11,100.0,147.9069615992412,0,455.5234984580813,0,140.76767470605384,0,148.73755609225643,0,746.0401219401734,0,257.4687235844298,0,298.28980878489125,0,1214.4738184881596,0,7122.454393820532
793584010688697210,False,False,True,False,36.21892600822944,19,99.42105263157896,32.91931258138256,2,365.647681176949,0,103.05173276890324,0,251.4267397152979,0,503.1345132601826,0,36.82895502428386,1,467.09832344911695,0,559.8065514045289,0,5386.905007330158
722970148956976005,False,False,True,False,10.707823718033197,25,98.84,159.26924119755816,0,555.221511639862,0,244.47141358466115,0,100.4209853729591,0,280.6861541395992,0,230.07438203829548,0,551.2628931412773,0,1620.2117768505652,0,12381.075357597168
691523395653351965,False,False,True,False,81.5173081277879,3,166.0,419.8329219298368,0,2240.014298031684,0,386.5117876667454,0,625.4882181352177,0,1732.0402448198242,0,452.30100045546914,0,184.8392603922842,0,3727.7910960980594,0,13083.62317578427
15928001,False,True,False,False,33.345895279758764,41,93.1951219512195,104.79945280536054,0,124.94612600246124,0,55.08361922240577,12,103.32150525195428,0,177.43305544828056,0,537.2285189567089,0,96.60048095040626,1,660.5047598141846,0,645.9762534907151
50756230,False,False,False,True,74.134518541337,50,159.5,225.9711014571177,0,354.72727528896706,0,98.52096944319138,1,60.426170870084576,3,501.4182431775632,0,125.0566858490992,0,183.232588871794,0,245.81175466081496,0,5054.462116054948
896100291561250891,False,False,True,False,3.1419865729373435,39,176.92307692307693,119.1593155725472,0,1044.110460078714,0,162.55401163215174,0,316.349262140142,0,838.0457786805994,0,408.5594261515731,0,423.4457297686545,0,359.3324728491383,0,8569.829200570912
953772015018743237,True,False,False,False,63.44132335056007,7,91.0,38.64519243869274,5,4008.606924054177,0,573.0011233008095,0,694.4829305001608,0,686.510270203938,0,267.63156935334234,0,691.438059015485,0,1889.3142780712917,0,20575.20528923445
34490363,False,True,False,False,72.20474985979398,173,159.3815028901734,83.20830100086607,1,57.00491853904402,2,31.20374939474797,17,328.80144798343144,0,15.105876633582724,2,366.59403279759,0,334.9541419309739,0,1045.3493255592186,0,374.0968868550736
1056652408529662530,False,True,False,False,34.6142671128586,580,124.85,43.18912987646114,4,109.54292232515094,0,32.438298235693026,6,228.73535647121827,0,349.85779352078106,0,257.57864267750625,0,27.6560934580506,1,318.1347012556804,0,3367.027800391944
1143060418212431044,False,True,False,False,56.04617377796304,37,134.27027027027026,73.81055848338593,2,238.11051821191765,0,23.704609058216796,22,145.38011816472942,0,96.48980915080564,1,33.964924692121606,1,315.026128923397,0,853.3503465118375,0,912.7311362428628
4677654,False,False,True,False,71.49875951611492,14,235.42857142857144,125.475578771001,0,361.0668899020635,0,41.821980064510015,1,159.21009680761568,0,615.690145741107,0,258.56951949981897,0,156.37407729225583,0,1617.7325782002058,0,9305.476129213965
46009777,False,True,False,False,45.63627519976305,146,69.21232876712328,37.89142141951477,1,171.45970397559668,0,44.940164894384125,9,131.7623084600197,0,133.18837670824163,0,673.5100346608474,0,29.955866586431373,2,19.239800975272548,1,349.66101171595056
44594212,False,False,True,False,28.756544107464027,44,128.0,64.8799508257264,1,426.4802692636874,0,42.86833760014132,6,155.0964271996184,0,209.7402570085169,0,64.67477109446962,1,346.1760987948883,0,264.23561703391067,0,6031.887363345065
52287565,False,True,False,False,30.802382601836936,50,109.96,100.8261897199076,0,253.6839005263903,0,91.4591101257026,5,49.12615493038908,1,216.03185372533065,0,71.69969615676511,1,215.0347243582216,0,1066.8411083242297,0,4452.442993226972
1109318288692214165,False,False,True,False,32.9470070781622,25,119.96,92.13357888116596,1,234.4880208616708,0,116.6068728610143,0,403.21232357611706,0,798.2943091633122,0,495.6428762741434,0,640.3476443631725,0,2107.988540619473,0,9312.423180865291
827637968023035109,False,True,False,False,63.63327443322561,62,177.1290322580645,81.05426751777706,2,355.1870009891816,0,74.28891214838085,5,151.25870482269454,0,467.0305708456449,0,102.74338226793948,0,181.3913855817094,0,454.91569093029744,0,1923.59576027818
597333523568921279,True,False,False,False,50.46837981402259,20,147.4,57.73351881419878,3,978.5565500719074,0,92.23909326337808,1,174.95709124463556,0,294.4038757608019,0,363.69510319183854,0,419.8791744612009,0,1906.5595917429148,0,11113.660737705171
5004463,False,False,True,False,59.3352397822075,11,69.72727272727273,190.1298007601225,0,701.5589244493056,0,425.43230727338255,0,180.5363716041735,0,702.887410228844,0,532.1478846179954,0,224.0048239492342,0,969.0762570022588,0,10680.12493037451
1021107928109391837,False,False,True,False,22.469700637956404,8,214.25,84.29275795831965,1,293.0709979230356,0,19.318465850430695,1,241.35393785971567,0,718.2526833782064,0,188.83017276842003,0,506.2963951623735,0,1578.5432371307486,0,4878.07094069097
18425106,False,True,False,False,40.30489430591179,27,173.85185185185185,66.28260268468102,1,561.1906313204248,0,65.79222347922047,1,143.91059734184742,0,391.8387422044982,0,395.6629153267386,0,179.59873893056383,0,1003.530023585943,0,1851.36258181381
37830238,False,True,False,False,17.3697963726859,81,112.61728395061728,65.51651671607783,1,104.48947260415108,0,15.018969508015813,10,286.2600578179684,0,156.71261232168268,0,201.33139416209767,0,48.934426649797295,1,966.719418867552,0,1795.0943941834107
1037695732080839554,False,False,True,False,54.25327549202004,32,109.4375,85.36502997356935,1,98.08492607942328,1,68.18593844114471,3,89.02379342763518,1,754.993483144878,0,543.8586466279179,0,115.87459086561866,0,1049.722983085917,0,7133.296643564297
8595036,True,False,False,False,61.31416696387674,89,58.98876404494382,70.79150783983174,2,234.76035879470984,0,8.254179638945066,19,314.70036650899704,0,760.8663897466115,0,363.509130478831,0,243.8467384378328,0,560.7474183517677,0,3992.354070399921
943299585469561534,False,True,False,False,18.77985383317774,72,112.29166666666669,57.93156240863211,2,301.12101943568365,0,11.730076705539563,7,165.2075605502241,0,471.19176254678354,0,19.450134730057574,1,151.51802226345444,0,824.6522344030055,0,1547.7882524542588
844594309293920984,False,True,False,False,32.41981904164006,63,143.42857142857142,90.51832093578068,1,244.63861994336935,0,28.618819510549145,27,275.5264356378179,0,49.38475684912073,1,365.5656212109334,0,124.526792483475,0,466.4552270082155,0,734.6912354372353
26039252,False,True,False,False,54.53295445256431,104,199.19230769230768,103.3168752460746,0,582.0207915146281,0,55.44465470594104,19,191.4157857934284,0,265.6259270672537,0,114.41150448590231,0,130.82184449146766,0,535.4688476890229,0,2580.624857532907
41665066,False,False,True,False,38.5300415743518,15,91.46666666666668,81.20449337618123,2,368.8559004771543,0,24.19825929170377,8,367.9103016754363,0,441.2858729967612,0,235.37872263623512,0,313.40955562384585,0,1376.91923294487,0,4763.737024752942
841555899374361895,False,True,False,False,36.43311964626612,16,134.4375,58.57766419451386,1,281.38305138771506,0,218.4132733136984,0,316.0713571932943,0,233.39804056017115,0,62.05350933555607,1,74.15369110156817,1,922.142452647864,0,1818.8751098065925
38958419,False,True,False,False,52.53859324089353,22,178.27272727272728,171.53435833080786,0,247.47176799385903,0,53.68724121905369,3,193.33048087685103,0,151.82478275746033,0,41.16298568748859,1,80.30595033317137,1,769.0997155109842,0,163.45698923819728
