listing_id,listing_url,host_is_superhost,host_has_profile_pic,host_identity_verified,accommodates,bedrooms,beds,minimum_nights,maximum_nights,availability_30,availability_365,instant_bookable,geometry,bathrooms_number,is_bathroom_shared,log_price,days_since_host,host_response_time_a_few_days_or_more,host_response_time_within_a_day,host_response_time_within_a_few_hours,host_response_time_within_an_hour,host_response_rate_0_50,host_response_rate_100,host_response_rate_51_90,host_response_rate_91_99,host_acceptance_rate_0_50,host_acceptance_rate_100,host_acceptance_rate_51_90,host_acceptance_rate_91_99,log_host_listings_count,root_calculated_host_listings_count_entire_homes,root_calculated_host_listings_count_private_rooms,root_calculated_host_listings_count_shared_rooms,host_verification_email,host_verification_phone,host_verification_work_email,host_verification_count,property_type_Apartment,property_type_House,room_type_Entire_home_apt,room_type_Hotel_room,room_type_Private_room,number_of_amenities,root_number_of_reviews,root_number_of_reviews_ltm,root_number_of_reviews_l30d,time_since_first_review_0_6_months,time_since_first_review_1_2_years,time_since_first_review_2_3_years,time_since_first_review_3_years_and_more,time_since_first_review_6_12_months,time_since_last_review_0_2_weeks,time_since_last_review_1_year_and_more,time_since_last_review_1_2_months,time_since_last_review_2_4_weeks,time_since_last_review_2_6_months,time_since_last_review_6_12_months,review_scores_rating_0_50,review_scores_rating_51_80,review_scores_rating_81_90,review_scores_rating_91_95,review_scores_rating_96_100,review_scores_accuracy_0_50,review_scores_accuracy_51_80,review_scores_accuracy_81_90,review_scores_accuracy_91_95,review_scores_accuracy_96_100,review_scores_cleanliness_0_50,review_scores_cleanliness_51_80,review_scores_cleanliness_81_90,review_scores_cleanliness_91_95,review_scores_cleanliness_96_100,review_scores_checkin_0_50,review_scores_checkin_51_80,review_scores_checkin_81_90,review_scores_checkin_91_95,review_scores_checkin_96_100,review_scores_communication_0_50,review_scores_communication_51_80,review_scores_communication_81_90,review_scores_communication_91_95,review_scores_communication_96_100,review_scores_location_0_50,review_scores_location_51_80,review_scores_location_81_90,review_scores_location_91_95,review_scores_location_96_100,review_scores_value_0_50,review_scores_value_51_80,review_scores_value_81_90,review_scores_value_91_95,review_scores_value_96_100
26641779,https://www.airbnb.com/rooms/26641779,True,True,True,2,2.0,2.0,30,35,28,88,True,POINT (-73.95842 40.68834),1.0,False,5.857933154483459,2346,False,False,False,True,False,True,False,False,False,True,False,False,0.6931471805599453,0.0,1.4142135623730951,0.0,False,True,False,1,True,False,False,False,True,30,11.135528725660045,1.7320508075688772,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
478053,https://www.airbnb.com/rooms/478053,False,True,True,2,1.0,1.0,30,1125,30,89,False,POINT (-73.99518 40.71101),1.0,True,4.8283137373023015,4346,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.0,1.0,0.0,True,True,False,2,True,False,False,False,True,23,8.660254037844387,3.1622776601683795,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
1104430333575539878,https://www.airbnb.com/rooms/1104430333575539878,False,True,True,2,0.0,1.0,2,365,2,74,True,POINT (-73.99333129972474 40.75750402918776),1.0,False,5.25227342804663,3294,False,False,False,True,False,False,True,False,False,False,False,True,0.6931471805599453,1.0,0.0,0.0,True,True,True,3,True,False,True,False,False,33,4.47213595499958,4.47213595499958,1.4142135623730951,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
1117721798584451198,https://www.airbnb.com/rooms/1117721798584451198,False,True,True,5,2.0,3.0,30,180,9,320,True,POINT (-73.91715893474527 40.81154982663996),1.0,False,4.59511985013459,1047,False,False,True,False,False,False,True,False,False,False,False,True,0.6931471805599453,1.0,1.0,0.0,True,True,False,2,True,False,True,False,False,45,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6291371,https://www.airbnb.com/rooms/6291371,True,True,False,1,1.0,1.0,30,1125,0,255,False,POINT (-74.02896881103516 40.62562942504883),1.0,True,4.31748811353631,3424,False,False,True,False,False,True,False,False,False,False,False,True,1.3862943611198906,0.0,2.0,0.0,True,True,False,2,False,True,False,False,True,45,8.12403840463596,2.23606797749979,1.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
736143192475629940,https://www.airbnb.com/rooms/736143192475629940,False,True,True,2,1.0,1.0,30,365,19,354,False,POINT (-73.96259870000002 40.7616771),1.0,False,3.784189633918261,3107,False,False,True,False,False,False,False,True,False,False,True,False,5.135798437050262,11.40175425099138,0.0,0.0,True,True,False,2,True,False,True,False,False,19,2.449489742783178,1.7320508075688772,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
585371816722033324,https://www.airbnb.com/rooms/585371816722033324,False,True,True,2,1.0,1.0,1,28,21,344,True,POINT (-73.983765 40.759125),1.0,False,5.365976015021851,724,False,False,False,True,False,False,False,True,False,False,False,True,1.6094379124341005,0.0,2.0,0.0,True,True,False,2,False,False,False,False,True,24,5.477225575051661,5.291502622129181,3.3166247903554,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
52235795,https://www.airbnb.com/rooms/52235795,False,True,True,4,2.0,2.0,30,90,29,32,False,POINT (-73.92335 40.6879),1.5,False,5.41610040220442,3236,False,False,False,False,False,False,False,False,True,False,False,False,0.0,1.0,0.0,0.0,True,True,False,2,False,True,True,False,False,70,4.358898943540674,0.0,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
564229280225504107,https://www.airbnb.com/rooms/564229280225504107,False,True,True,2,1.0,1.0,30,730,6,123,False,POINT (-73.94769 40.80749),1.0,False,5.10594547390058,930,False,False,False,True,False,False,True,False,True,False,False,False,0.0,1.0,0.0,0.0,True,True,False,2,True,False,True,False,False,65,4.0,1.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
754705050508576196,https://www.airbnb.com/rooms/754705050508576196,True,True,False,2,2.0,2.0,30,31,29,364,False,POINT (-73.87816 40.75966),1.0,True,4.8283137373023015,2294,False,True,False,False,False,True,False,False,False,False,False,False,0.0,0.0,1.0,0.0,True,True,False,2,True,False,False,False,True,57,4.358898943540674,2.449489742783178,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
913671198784114317,https://www.airbnb.com/rooms/913671198784114317,False,True,True,2,1.0,1.0,30,180,1,310,False,POINT (-73.9954328 40.7602412),1.0,False,4.787491742782046,3441,True,False,False,False,True,False,False,False,True,False,False,False,0.6931471805599453,1.4142135623730951,0.0,0.0,True,True,False,2,True,False,True,False,False,10,1.0,0.0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
604862222060730045,https://www.airbnb.com/rooms/604862222060730045,False,True,True,4,2.0,2.0,1,365,0,0,True,POINT (-73.98802 40.74606),1.0,False,4.30406509320417,969,False,False,False,True,False,False,False,True,False,True,False,False,4.007333185232471,1.0,7.3484692283495345,0.0,True,True,False,2,True,False,True,False,False,0,6.0,4.358898943540674,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
53464774,https://www.airbnb.com/rooms/53464774,True,True,True,2,2.0,2.0,30,365,27,361,True,POINT (-73.94961 40.59224),1.0,False,4.890349128221754,1551,False,False,False,True,False,True,False,False,False,True,False,False,0.6931471805599453,1.4142135623730951,0.0,0.0,True,True,False,2,True,False,True,False,False,0,8.06225774829855,5.196152422706632,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
617871935670392856,https://www.airbnb.com/rooms/617871935670392856,False,True,True,5,2.0,3.0,30,90,25,83,False,POINT (-73.94321 40.71916),1.0,False,4.691347882229144,3208,False,False,False,True,False,False,True,False,False,False,True,False,2.079441541679836,2.6457513110645907,1.0,0.0,True,True,False,2,True,False,True,False,False,22,2.8284271247461903,1.7320508075688772,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
13981865,https://www.airbnb.com/rooms/13981865,False,True,True,2,1.0,1.0,30,1125,30,90,False,POINT (-73.83252 40.74537),1.5,True,4.219507705176107,3491,False,False,True,False,False,True,False,False,False,False,True,False,2.3978952727983707,0.0,2.8284271247461903,0.0,True,True,False,2,False,True,False,False,True,30,8.426149773176359,0.0,0.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
13614714,https://www.airbnb.com/rooms/13614714,False,True,True,4,2.0,2.0,30,100,2,245,False,POINT (-73.94887 40.8289),1.0,False,4.564348191467836,2999,False,False,False,False,False,False,False,False,True,False,False,False,0.0,1.0,0.0,0.0,True,True,False,2,True,False,True,False,False,29,3.0,0.0,0.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
772767421017560337,https://www.airbnb.com/rooms/772767421017560337,True,True,True,4,2.0,2.0,30,1125,0,127,False,POINT (-73.85162 40.80656),1.0,False,5.10594547390058,898,False,False,False,True,False,True,False,False,False,False,True,False,1.791759469228055,1.0,2.23606797749979,0.0,True,True,False,2,False,True,True,False,False,37,5.744562646538029,0.0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
742846569646585640,https://www.airbnb.com/rooms/742846569646585640,True,True,True,1,1.0,1.0,2,90,8,320,False,POINT (-73.884345 40.637888),1.0,False,4.5217885770490405,792,False,False,False,True,False,False,False,True,False,False,False,True,0.6931471805599453,0.0,1.4142135623730951,0.0,True,True,False,2,False,True,False,False,True,53,7.681145747868608,4.795831523312719,2.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
973435848249028533,https://www.airbnb.com/rooms/973435848249028533,False,True,True,2,1.0,1.0,30,30,10,124,False,POINT (-73.9463722 40.8306957),1.0,False,4.787491742782046,2966,False,False,False,True,False,True,False,False,False,True,False,False,0.0,1.0,0.0,0.0,True,True,True,3,False,True,True,False,False,57,1.0,1.0,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
812918152852788707,https://www.airbnb.com/rooms/812918152852788707,False,True,True,4,1.0,2.0,1,1125,21,344,True,POINT (-73.97920610584094 40.78292230008526),1.0,False,6.683360945766275,286,False,False,False,True,False,True,False,False,False,False,False,True,7.5480289699350145,12.727922061357855,11.916375287812984,0.0,True,True,False,2,False,False,False,False,True,25,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
970346897756431552,https://www.airbnb.com/rooms/970346897756431552,False,True,True,2,1.0,1.0,30,365,30,180,False,POINT (-73.93020330058185 40.69623946932951),1.0,False,4.30406509320417,1900,False,False,False,True,False,True,False,False,False,True,False,False,2.302585092994046,1.0,1.4142135623730951,0.0,True,True,False,2,True,False,True,False,False,40,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
